Job,RunTime,Day,Month,Year
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1550,1,12,23
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,66,1,12,23
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,20,1,12,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,8,1,12,23
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,73,1,12,23
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,142,1,12,23
WYN_BILLINGBATCHMANAGER_DEP_C,2767,1,12,23
WYN_COVERAGEAMOUNTREDUCTIONBATCHBROKER_DEP_C,182,1,12,23
WYN_BILLINGSERVICEMAINTENANCEBATCHBROKER_DEP_C,5,1,12,23
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,40,1,12,23
WYN_CPY_PROFILE_RESTORECYCLE_START_C,1,1,12,23
WYN_CPY_SETRUNDATE_DEP_C,2,1,12,23
WYN_COVEREDPERSONPLANNEDTERMINATIONBATCHBROKER_DEP_C,7083,1,12,23
WYN_ARCHIVE_LOGS_C,2809,30,11,23
WYN_ERRORTRACEMAINTENANCE_DEP_C,1,30,11,23
WYN_BATCH_CYCLE_REPORT_DEP_C,56,30,11,23
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,1403,30,11,23
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,953,30,11,23
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,1043,30,11,23
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,3342,30,11,23
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,2396,30,11,23
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,2034,30,11,23
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,1764,30,11,23
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,1808,30,11,23
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,48,30,11,23
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,30,11,23
WYN_CPY_START_WYNSURESERVICE_DEP_C,26,30,11,23
WYN_CPY_RESTORE_PROFILE_DEP_C,72,30,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,2580,30,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,1089,30,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,3480,30,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,2219,30,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,3750,30,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,1450,30,11,23
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,3840,30,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,999,30,11,23
WYN_CYCLE_END_C,0,30,11,23
WYN_CORE_JOBS_COMPLETE_DEP_C,0,30,11,23
WYN_START_WYNSURESERVICE_DEP_C,43,30,11,23
WYN_DBBACKUPDIFFERENTIAL_DEP_C,722,30,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,30,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,4,30,11,23
WYN_UPDATEWYNSUREPROFILE_DEP_C,35,30,11,23
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,1,30,11,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,3664,30,11,23
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,25,30,11,23
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,3,30,11,23
WYN_PTDBATCHMANAGER_DEP_C,528,30,11,23
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,500,30,11,23
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1126,30,11,23
WYN_PLANNEDTERMINAISONBATCHBROKER_DEP_C,4391,30,11,23
WYN_PROCESSCONSOLIDATEDLAPSINGNOTICEBATCH_DEP_C,47,30,11,23
WYN_INVOICEALREADYLAPSINGBATCHMANAGER_DEP_C,23,30,11,23
WYN_INVOICENEWLYLAPSINGBATCHMANAGER_DEP_C,39,30,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGOUTOFSCOPE_DEP_C,14,30,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGINSCOPEBATCHMANAGER_DEP_C,16,30,11,23
WYN_SOEOUTOFSCOPEINVOICEBATCH_DEP_C,22,30,11,23
WYN_SOEINSCOPEINVOICEBATCH_DEP_C,32,30,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE1_DEP_C,4,30,11,23
WYN_RECONCILIATIONBATCHBROKER_DEP_C,496,30,11,23
WYN_EDAACTIVITYRESCHEDULERBATCHMANAGER_DEP_C,37,30,11,23
WYN_PRENOTEPROCESSINGBATCHMANAGER_DEP_C,6,30,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIORITY3_DEP_C,1912,30,11,23
WYN_SETRUNDATE_DEP_C,1,30,11,23
WYN_STOP_WYNSURESERVICE_DEP_C,36,30,11,23
WYN_CYCLE_START_C,1,30,11,23
WYN_NOTIFYKILLWYNSURESESSIONS_C,1635,30,11,23
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,39,29,11,23
WYN_CPY_SETRUNDATE_DEP_C,2,29,11,23
WYN_CPY_PROFILE_RESTORECYCLE_START_C,1,29,11,23
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1853,29,11,23
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,71,29,11,23
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,20,29,11,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,7,29,11,23
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,39,29,11,23
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,205,29,11,23
WYN_BILLINGBATCHMANAGER_DEP_C,696,29,11,23
WYN_COVERAGEAMOUNTREDUCTIONBATCHBROKER_DEP_C,174,29,11,23
WYN_BILLINGSERVICEMAINTENANCEBATCHBROKER_DEP_C,4,29,11,23
WYN_COVEREDPERSONPLANNEDTERMINATIONBATCHBROKER_DEP_C,698,29,11,23
WYN_PLANNEDTERMINAISONBATCHBROKER_DEP_C,320,29,11,23
WYN_PROCESSCONSOLIDATEDLAPSINGNOTICEBATCH_DEP_C,50,29,11,23
WYN_INVOICEALREADYLAPSINGBATCHMANAGER_DEP_C,23,29,11,23
WYN_INVOICENEWLYLAPSINGBATCHMANAGER_DEP_C,33,29,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGOUTOFSCOPE_DEP_C,13,29,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGINSCOPEBATCHMANAGER_DEP_C,15,29,11,23
WYN_SOEOUTOFSCOPEINVOICEBATCH_DEP_C,14,29,11,23
WYN_SOEINSCOPEINVOICEBATCH_DEP_C,215,29,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE1_DEP_C,4,29,11,23
WYN_RECONCILIATIONBATCHBROKER_DEP_C,216,29,11,23
WYN_EDAACTIVITYRESCHEDULERBATCHMANAGER_DEP_C,36,29,11,23
WYN_PRENOTEPROCESSINGBATCHMANAGER_DEP_C,6,29,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIORITY3_DEP_C,3239,29,11,23
WYN_SETRUNDATE_DEP_C,1,29,11,23
WYN_STOP_WYNSURESERVICE_DEP_C,61,29,11,23
WYN_CYCLE_START_C,1,29,11,23
WYN_NOTIFYKILLWYNSURESESSIONS_C,908,29,11,23
WYN_ARCHIVE_LOGS_C,2017,29,11,23
WYN_ERRORTRACEMAINTENANCE_DEP_C,1,29,11,23
WYN_BATCH_CYCLE_REPORT_DEP_C,52,29,11,23
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,29,11,23
WYN_CPY_START_WYNSURESERVICE_DEP_C,25,29,11,23
WYN_CPY_RESTORE_PROFILE_DEP_C,77,29,11,23
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,1989,29,11,23
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,727,29,11,23
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,5545,29,11,23
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,3744,29,11,23
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,4197,29,11,23
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,1131,29,11,23
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,1989,29,11,23
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,1220,29,11,23
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,47,29,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,2040,29,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,3388,29,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,1541,29,11,23
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,2847,29,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,776,29,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,3208,29,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,2578,29,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,1363,29,11,23
WYN_CYCLE_END_C,1,29,11,23
WYN_CORE_JOBS_COMPLETE_DEP_C,1,29,11,23
WYN_START_WYNSURESERVICE_DEP_C,43,29,11,23
WYN_DBBACKUPDIFFERENTIAL_DEP_C,1353,29,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,3,29,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,4,29,11,23
WYN_UPDATEWYNSUREPROFILE_DEP_C,34,29,11,23
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,1,29,11,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,2502,29,11,23
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,25,29,11,23
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,4,29,11,23
WYN_PTDBATCHMANAGER_DEP_C,413,29,11,23
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,373,29,11,23
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,44,29,11,23
WYN_CPY_SETRUNDATE_DEP_C,2,29,11,23
WYN_CPY_PROFILE_RESTORECYCLE_START_C,1,29,11,23
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1155,29,11,23
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1555,29,11,23
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,66,29,11,23
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,20,29,11,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,8,29,11,23
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,44,29,11,23
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,185,29,11,23
WYN_BILLINGBATCHMANAGER_DEP_C,4266,29,11,23
WYN_COVERAGEAMOUNTREDUCTIONBATCHBROKER_DEP_C,180,29,11,23
WYN_BILLINGSERVICEMAINTENANCEBATCHBROKER_DEP_C,4,29,11,23
WYN_ARCHIVE_LOGS_C,2790,28,11,23
WYN_ERRORTRACEMAINTENANCE_DEP_C,2,28,11,23
WYN_BATCH_CYCLE_REPORT_DEP_C,58,28,11,23
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,1991,28,11,23
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,1449,28,11,23
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,2847,28,11,23
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,3477,28,11,23
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,1225,28,11,23
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,2304,28,11,23
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,2080,28,11,23
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,1990,28,11,23
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,28,11,23
WYN_CPY_START_WYNSURESERVICE_DEP_C,27,28,11,23
WYN_CPY_RESTORE_PROFILE_DEP_C,88,28,11,23
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,47,28,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,3077,28,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,1228,28,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,2398,28,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,2220,28,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,1227,28,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,1454,28,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,2444,28,11,23
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,2893,28,11,23
WYN_CYCLE_END_C,0,28,11,23
WYN_CORE_JOBS_COMPLETE_DEP_C,1,28,11,23
WYN_START_WYNSURESERVICE_DEP_C,43,28,11,23
WYN_DBBACKUPDIFFERENTIAL_DEP_C,813,28,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,28,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,3,28,11,23
WYN_UPDATEWYNSUREPROFILE_DEP_C,33,28,11,23
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,1,28,11,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,1960,28,11,23
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,16,28,11,23
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,4,28,11,23
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,41,28,11,23
WYN_CPY_SETRUNDATE_DEP_C,2,28,11,23
WYN_CPY_PROFILE_RESTORECYCLE_START_C,1,28,11,23
WYN_PTDBATCHMANAGER_DEP_C,446,28,11,23
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,273,28,11,23
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1136,28,11,23
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1727,28,11,23
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,61,28,11,23
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,20,28,11,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,9,28,11,23
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,42,28,11,23
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,205,28,11,23
WYN_COVEREDPERSONPLANNEDTERMINATIONBATCHBROKER_DEP_C,646,28,11,23
WYN_PLANNEDTERMINAISONBATCHBROKER_DEP_C,321,28,11,23
WYN_PROCESSCONSOLIDATEDLAPSINGNOTICEBATCH_DEP_C,49,28,11,23
WYN_INVOICEALREADYLAPSINGBATCHMANAGER_DEP_C,18,28,11,23
WYN_INVOICENEWLYLAPSINGBATCHMANAGER_DEP_C,33,28,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGOUTOFSCOPE_DEP_C,14,28,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGINSCOPEBATCHMANAGER_DEP_C,15,28,11,23
WYN_SOEOUTOFSCOPEINVOICEBATCH_DEP_C,14,28,11,23
WYN_SOEINSCOPEINVOICEBATCH_DEP_C,218,28,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE1_DEP_C,5,28,11,23
WYN_RECONCILIATIONBATCHBROKER_DEP_C,429,28,11,23
WYN_EDAACTIVITYRESCHEDULERBATCHMANAGER_DEP_C,45,28,11,23
WYN_PRENOTEPROCESSINGBATCHMANAGER_DEP_C,7,28,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIORITY3_DEP_C,1549,28,11,23
WYN_SETRUNDATE_DEP_C,2,28,11,23
WYN_STOP_WYNSURESERVICE_DEP_C,36,28,11,23
WYN_CYCLE_START_C,0,28,11,23
WYN_NOTIFYKILLWYNSURESESSIONS_C,1634,28,11,23
WYN_BILLINGBATCHMANAGER_DEP_C,1250,27,11,23
WYN_COVERAGEAMOUNTREDUCTIONBATCHBROKER_DEP_C,164,27,11,23
WYN_BILLINGSERVICEMAINTENANCEBATCHBROKER_DEP_C,4,27,11,23
WYN_COVEREDPERSONPLANNEDTERMINATIONBATCHBROKER_DEP_C,493,27,11,23
WYN_PLANNEDTERMINAISONBATCHBROKER_DEP_C,359,27,11,23
WYN_PROCESSCONSOLIDATEDLAPSINGNOTICEBATCH_DEP_C,50,27,11,23
WYN_INVOICEALREADYLAPSINGBATCHMANAGER_DEP_C,18,27,11,23
WYN_INVOICENEWLYLAPSINGBATCHMANAGER_DEP_C,39,27,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGOUTOFSCOPE_DEP_C,14,27,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGINSCOPEBATCHMANAGER_DEP_C,16,27,11,23
WYN_SOEOUTOFSCOPEINVOICEBATCH_DEP_C,14,27,11,23
WYN_SOEINSCOPEINVOICEBATCH_DEP_C,221,27,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE1_DEP_C,3,27,11,23
WYN_RECONCILIATIONBATCHBROKER_DEP_C,196,27,11,23
WYN_EDAACTIVITYRESCHEDULERBATCHMANAGER_DEP_C,42,27,11,23
WYN_PRENOTEPROCESSINGBATCHMANAGER_DEP_C,7,27,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIORITY3_DEP_C,3700,27,11,23
WYN_SETRUNDATE_DEP_C,1,27,11,23
WYN_STOP_WYNSURESERVICE_DEP_C,36,27,11,23
WYN_CYCLE_START_C,1,27,11,23
WYN_NOTIFYKILLWYNSURESESSIONS_C,1635,27,11,23
WYN_ARCHIVE_LOGS_C,365,27,11,23
WYN_ERRORTRACEMAINTENANCE_DEP_C,3,27,11,23
WYN_BATCH_CYCLE_REPORT_DEP_C,46,27,11,23
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,590,27,11,23
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,545,27,11,23
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,2078,27,11,23
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,547,27,11,23
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,1223,27,11,23
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,2213,27,11,23
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,186,27,11,23
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,3069,27,11,23
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,48,27,11,23
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,27,11,23
WYN_CPY_START_WYNSURESERVICE_DEP_C,26,27,11,23
WYN_CPY_RESTORE_PROFILE_DEP_C,84,27,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,3516,27,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,822,27,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,6488,27,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,5778,27,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,816,27,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,5730,27,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,596,27,11,23
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,4957,27,11,23
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,41,27,11,23
WYN_CPY_PROFILE_RESTORECYCLE_START_C,1,27,11,23
WYN_CPY_SETRUNDATE_DEP_C,2,27,11,23
WYN_CYCLE_END_C,1,27,11,23
WYN_CORE_JOBS_COMPLETE_DEP_C,1,27,11,23
WYN_START_WYNSURESERVICE_DEP_C,42,27,11,23
WYN_DBBACKUPDIFFERENTIAL_DEP_C,858,27,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,27,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,4,27,11,23
WYN_UPDATEWYNSUREPROFILE_DEP_C,37,27,11,23
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,0,27,11,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,343,27,11,23
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,9,27,11,23
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,3,27,11,23
WYN_PTDBATCHMANAGER_DEP_C,159,27,11,23
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,252,26,11,23
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1095,26,11,23
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1641,26,11,23
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,61,26,11,23
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,24,26,11,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,7,26,11,23
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,1361,26,11,23
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,120,26,11,23
WYN_BILLINGBATCHMANAGER_DEP_C,567,26,11,23
WYN_COVERAGEAMOUNTREDUCTIONBATCHBROKER_DEP_C,163,26,11,23
WYN_BILLINGSERVICEMAINTENANCEBATCHBROKER_DEP_C,4,26,11,23
WYN_COVEREDPERSONPLANNEDTERMINATIONBATCHBROKER_DEP_C,235,26,11,23
WYN_PLANNEDTERMINAISONBATCHBROKER_DEP_C,269,26,11,23
WYN_PROCESSCONSOLIDATEDLAPSINGNOTICEBATCH_DEP_C,50,26,11,23
WYN_INVOICEALREADYLAPSINGBATCHMANAGER_DEP_C,18,26,11,23
WYN_INVOICENEWLYLAPSINGBATCHMANAGER_DEP_C,34,26,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGOUTOFSCOPE_DEP_C,14,26,11,23
WYN_LAPSINGEXCEPTIONINVOICELAPSINGINSCOPEBATCHMANAGER_DEP_C,18,26,11,23
WYN_SOEOUTOFSCOPEINVOICEBATCH_DEP_C,13,26,11,23
WYN_SOEINSCOPEINVOICEBATCH_DEP_C,224,26,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE1_DEP_C,4,26,11,23
WYN_RECONCILIATIONBATCHBROKER_DEP_C,120,26,11,23
WYN_EDAACTIVITYRESCHEDULERBATCHMANAGER_DEP_C,36,26,11,23
WYN_PRENOTEPROCESSINGBATCHMANAGER_DEP_C,5,26,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIORITY3_DEP_C,986,26,11,23
WYN_SETRUNDATE_DEP_C,1,26,11,23
WYN_STOP_WYNSURESERVICE_DEP_C,39,26,11,23
WYN_CYCLE_START_C,1,26,11,23
WYN_NOTIFYKILLWYNSURESESSIONS_C,904,26,11,23
WYN_ARCHIVE_LOGS_C,1037,26,11,23
WYN_ERRORTRACEMAINTENANCE_DEP_C,2,26,11,23
WYN_BATCH_CYCLE_REPORT_DEP_C,119,26,11,23
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,861,26,11,23
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,727,26,11,23
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,456,26,11,23
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,2079,26,11,23
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,3978,26,11,23
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,3609,26,11,23
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,591,26,11,23
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,1493,26,11,23
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,47,26,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,1863,26,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,1090,26,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,2452,26,11,23
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,2358,26,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,1686,26,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,551,26,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,2001,26,11,23
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,1271,26,11,23
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,26,11,23
WYN_CPY_START_WYNSURESERVICE_DEP_C,26,26,11,23
WYN_CPY_RESTORE_PROFILE_DEP_C,86,26,11,23
WYN_CYCLE_END_C,1,26,11,23
WYN_CORE_JOBS_COMPLETE_DEP_C,1,26,11,23
WYN_START_WYNSURESERVICE_DEP_C,41,26,11,23
WYN_DBBACKUPDIFFERENTIAL_DEP_C,497,26,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,26,11,23
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,4,26,11,23
WYN_UPDATEWYNSUREPROFILE_DEP_C,31,26,11,23
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,1,26,11,23
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,205,26,11,23
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,6,26,11,23
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,4,26,11,23
WYN_PTDBATCHMANAGER_DEP_C,163,25,11,23
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,121,25,11,23
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,42,25,11,23
WYN_CPY_PROFILE_RESTORECYCLE_START_C,1,25,11,23
