Job,RunTime,Day,Month,Year
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,2936,11,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,1041,11,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,2756,11,1,24
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,3887,11,1,24
WYN_CYCLE_END_C,0,11,1,24
WYN_CORE_JOBS_COMPLETE_DEP_C,1,11,1,24
WYN_START_WYNSURESERVICE_DEP_C,39,11,1,24
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,42,11,1,24
WYN_CPY_SETRUNDATE_DEP_C,3,11,1,24
WYN_CPY_PROFILE_RESTORECYCLE_START_C,2,11,1,24
WYN_DBBACKUPDIFFERENTIAL_DEP_C,1082,11,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,11,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,4,11,1,24
WYN_UPDATEWYNSUREPROFILE_DEP_C,36,11,1,24
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,1,11,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,2932,11,1,24
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,18,11,1,24
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,4,11,1,24
WYN_PTDBATCHMANAGER_DEP_C,368,11,1,24
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,485,10,1,24
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1145,10,1,24
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1872,10,1,24
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,72,10,1,24
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,20,10,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,5,10,1,24
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,47,10,1,24
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,95,10,1,24
WYN_BILLINGBATCHMANAGER_DEP_C,805,10,1,24
WYN_COVERAGEAMOUNTREDUCTIONBATCHBROKER_DEP_C,213,10,1,24
WYN_BILLINGSERVICEMAINTENANCEBATCHBROKER_DEP_C,4,10,1,24
WYN_COVEREDPERSONPLANNEDTERMINATIONBATCHBROKER_DEP_C,500,10,1,24
WYN_PLANNEDTERMINAISONBATCHBROKER_DEP_C,278,10,1,24
WYN_PROCESSCONSOLIDATEDLAPSINGNOTICEBATCH_DEP_C,50,10,1,24
WYN_INVOICEALREADYLAPSINGBATCHMANAGER_DEP_C,28,10,1,24
WYN_INVOICENEWLYLAPSINGBATCHMANAGER_DEP_C,35,10,1,24
WYN_LAPSINGEXCEPTIONINVOICELAPSINGOUTOFSCOPE_DEP_C,3,10,1,24
WYN_LAPSINGEXCEPTIONINVOICELAPSINGINSCOPEBATCHMANAGER_DEP_C,16,10,1,24
WYN_SOEOUTOFSCOPEINVOICEBATCH_DEP_C,14,10,1,24
WYN_SOEINSCOPEINVOICEBATCH_DEP_C,31,10,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE1_DEP_C,4,10,1,24
WYN_RECONCILIATIONBATCHBROKER_DEP_C,313,10,1,24
WYN_EDAACTIVITYRESCHEDULERBATCHMANAGER_DEP_C,52,10,1,24
WYN_PRENOTEPROCESSINGBATCHMANAGER_DEP_C,8,10,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIORITY3_DEP_C,1330,10,1,24
WYN_SETRUNDATE_DEP_C,2,10,1,24
WYN_STOP_WYNSURESERVICE_DEP_C,42,10,1,24
WYN_CYCLE_START_C,2,10,1,24
WYN_NOTIFYKILLWYNSURESESSIONS_C,908,10,1,24
WYN_ERRORTRACEMAINTENANCE_DEP_C,1,10,1,24
WYN_BATCH_CYCLE_REPORT_DEP_C,86,10,1,24
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,638,10,1,24
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,1944,10,1,24
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,2395,10,1,24
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,1224,10,1,24
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,1900,10,1,24
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,1628,10,1,24
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,2980,10,1,24
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,3790,10,1,24
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,10,1,24
WYN_CPY_START_WYNSURESERVICE_DEP_C,27,10,1,24
WYN_CPY_RESTORE_PROFILE_DEP_C,120,10,1,24
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,47,10,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,1180,10,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,4059,10,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,2216,10,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,2395,10,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,2531,10,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,864,10,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,1490,10,1,24
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,4381,10,1,24
WYN_CYCLE_END_C,1,10,1,24
WYN_CORE_JOBS_COMPLETE_DEP_C,1,10,1,24
WYN_START_WYNSURESERVICE_DEP_C,42,10,1,24
WYN_DBBACKUPDIFFERENTIAL_DEP_C,1623,10,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,10,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,4,10,1,24
WYN_UPDATEWYNSUREPROFILE_DEP_C,35,10,1,24
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,1,10,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,2289,10,1,24
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,18,10,1,24
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,4,10,1,24
WYN_PTDBATCHMANAGER_DEP_C,426,10,1,24
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,475,10,1,24
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1155,10,1,24
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,41,10,1,24
WYN_CPY_SETRUNDATE_DEP_C,2,10,1,24
WYN_CPY_PROFILE_RESTORECYCLE_START_C,1,10,1,24
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1675,10,1,24
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,62,10,1,24
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,20,10,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,6,10,1,24
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,56,10,1,24
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,131,10,1,24
WYN_ERRORTRACEMAINTENANCE_DEP_C,1,9,1,24
WYN_BATCH_CYCLE_REPORT_DEP_C,90,9,1,24
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,1631,9,1,24
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,907,9,1,24
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,5593,9,1,24
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,5731,9,1,24
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,1991,9,1,24
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,3208,9,1,24
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,4374,9,1,24
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,1717,9,1,24
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,47,9,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,1719,9,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,3206,9,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,4242,9,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,2847,9,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,3705,9,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,1179,9,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,1314,9,1,24
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,4061,9,1,24
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,9,1,24
WYN_CPY_START_WYNSURESERVICE_DEP_C,27,9,1,24
WYN_CPY_RESTORE_PROFILE_DEP_C,97,9,1,24
WYN_CYCLE_END_C,0,9,1,24
WYN_CORE_JOBS_COMPLETE_DEP_C,1,9,1,24
WYN_START_WYNSURESERVICE_DEP_C,41,9,1,24
WYN_DBBACKUPDIFFERENTIAL_DEP_C,1128,9,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,9,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,4,9,1,24
WYN_UPDATEWYNSUREPROFILE_DEP_C,38,9,1,24
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,1,9,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,2835,9,1,24
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,34,9,1,24
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,3,9,1,24
WYN_PTDBATCHMANAGER_DEP_C,334,9,1,24
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,354,9,1,24
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1150,9,1,24
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1339,9,1,24
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,78,9,1,24
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,20,9,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,5,9,1,24
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,41,9,1,24
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,166,9,1,24
WYN_BILLINGBATCHMANAGER_DEP_C,971,9,1,24
WYN_COVERAGEAMOUNTREDUCTIONBATCHBROKER_DEP_C,209,9,1,24
WYN_BILLINGSERVICEMAINTENANCEBATCHBROKER_DEP_C,3,9,1,24
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,41,9,1,24
WYN_CPY_SETRUNDATE_DEP_C,2,9,1,24
WYN_CPY_PROFILE_RESTORECYCLE_START_C,1,9,1,24
WYN_COVEREDPERSONPLANNEDTERMINATIONBATCHBROKER_DEP_C,498,9,1,24
WYN_PLANNEDTERMINAISONBATCHBROKER_DEP_C,174,9,1,24
WYN_PROCESSCONSOLIDATEDLAPSINGNOTICEBATCH_DEP_C,52,9,1,24
WYN_INVOICEALREADYLAPSINGBATCHMANAGER_DEP_C,39,9,1,24
WYN_INVOICENEWLYLAPSINGBATCHMANAGER_DEP_C,29,9,1,24
WYN_LAPSINGEXCEPTIONINVOICELAPSINGOUTOFSCOPE_DEP_C,14,9,1,24
WYN_LAPSINGEXCEPTIONINVOICELAPSINGINSCOPEBATCHMANAGER_DEP_C,15,9,1,24
WYN_SOEOUTOFSCOPEINVOICEBATCH_DEP_C,14,9,1,24
WYN_SOEINSCOPEINVOICEBATCH_DEP_C,32,9,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE1_DEP_C,4,9,1,24
WYN_RECONCILIATIONBATCHBROKER_DEP_C,171,9,1,24
WYN_EDAACTIVITYRESCHEDULERBATCHMANAGER_DEP_C,58,9,1,24
WYN_PRENOTEPROCESSINGBATCHMANAGER_DEP_C,7,9,1,24
WYN_BILLINGBATCHMANAGER_DEP_C,4772,9,1,24
WYN_COVERAGEAMOUNTREDUCTIONBATCHBROKER_DEP_C,212,9,1,24
WYN_BILLINGSERVICEMAINTENANCEBATCHBROKER_DEP_C,4,9,1,24
WYN_COVEREDPERSONPLANNEDTERMINATIONBATCHBROKER_DEP_C,443,9,1,24
WYN_PLANNEDTERMINAISONBATCHBROKER_DEP_C,230,9,1,24
WYN_PROCESSCONSOLIDATEDLAPSINGNOTICEBATCH_DEP_C,50,9,1,24
WYN_INVOICEALREADYLAPSINGBATCHMANAGER_DEP_C,38,9,1,24
WYN_INVOICENEWLYLAPSINGBATCHMANAGER_DEP_C,29,9,1,24
WYN_LAPSINGEXCEPTIONINVOICELAPSINGOUTOFSCOPE_DEP_C,3,9,1,24
WYN_LAPSINGEXCEPTIONINVOICELAPSINGINSCOPEBATCHMANAGER_DEP_C,16,9,1,24
WYN_SOEOUTOFSCOPEINVOICEBATCH_DEP_C,14,9,1,24
WYN_SOEINSCOPEINVOICEBATCH_DEP_C,31,9,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE1_DEP_C,5,9,1,24
WYN_RECONCILIATIONBATCHBROKER_DEP_C,287,9,1,24
WYN_EDAACTIVITYRESCHEDULERBATCHMANAGER_DEP_C,52,9,1,24
WYN_PRENOTEPROCESSINGBATCHMANAGER_DEP_C,7,9,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIORITY3_DEP_C,1421,9,1,24
WYN_SETRUNDATE_DEP_C,1,9,1,24
WYN_STOP_WYNSURESERVICE_DEP_C,39,9,1,24
WYN_CYCLE_START_C,1,9,1,24
WYN_NOTIFYKILLWYNSURESESSIONS_C,904,9,1,24
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,1177,8,1,24
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,1312,8,1,24
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,1131,8,1,24
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,3567,8,1,24
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,1087,8,1,24
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,1851,8,1,24
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,4239,8,1,24
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,4826,8,1,24
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,8,1,24
WYN_CPY_START_WYNSURESERVICE_DEP_C,27,8,1,24
WYN_CPY_RESTORE_PROFILE_DEP_C,78,8,1,24
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,46,8,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,3786,8,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,772,8,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,1581,8,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,2281,8,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,728,8,1,24
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,3652,8,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,999,8,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,1764,8,1,24
WYN_CYCLE_END_C,1,8,1,24
WYN_CORE_JOBS_COMPLETE_DEP_C,1,8,1,24
WYN_START_WYNSURESERVICE_DEP_C,40,8,1,24
WYN_DBBACKUPDIFFERENTIAL_DEP_C,1307,8,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,8,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,4,8,1,24
WYN_UPDATEWYNSUREPROFILE_DEP_C,41,8,1,24
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,1,8,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,611,8,1,24
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,55,8,1,24
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,3,8,1,24
WYN_PTDBATCHMANAGER_DEP_C,127,8,1,24
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,42,8,1,24
WYN_CPY_PROFILE_RESTORECYCLE_START_C,1,8,1,24
WYN_CPY_SETRUNDATE_DEP_C,2,8,1,24
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,248,8,1,24
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1126,8,1,24
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1489,8,1,24
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,67,8,1,24
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,20,8,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,6,8,1,24
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,20,8,1,24
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,166,8,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIORITY3_DEP_C,7965,8,1,24
WYN_SETRUNDATE_DEP_C,1,8,1,24
WYN_STOP_WYNSURESERVICE_DEP_C,42,8,1,24
WYN_CYCLE_START_C,1,8,1,24
WYN_NOTIFYKILLWYNSURESESSIONS_C,909,8,1,24
WYN_ERRORTRACEMAINTENANCE_DEP_C,2,8,1,24
WYN_BATCH_CYCLE_REPORT_DEP_C,80,8,1,24
WYN_BILLINGBATCHMANAGER_DEP_C,2435,7,1,24
WYN_COVERAGEAMOUNTREDUCTIONBATCHBROKER_DEP_C,204,7,1,24
WYN_BILLINGSERVICEMAINTENANCEBATCHBROKER_DEP_C,4,7,1,24
WYN_COVEREDPERSONPLANNEDTERMINATIONBATCHBROKER_DEP_C,338,7,1,24
WYN_PLANNEDTERMINAISONBATCHBROKER_DEP_C,4901,7,1,24
WYN_PROCESSCONSOLIDATEDLAPSINGNOTICEBATCH_DEP_C,50,7,1,24
WYN_INVOICEALREADYLAPSINGBATCHMANAGER_DEP_C,9,7,1,24
WYN_INVOICENEWLYLAPSINGBATCHMANAGER_DEP_C,9,7,1,24
WYN_LAPSINGEXCEPTIONINVOICELAPSINGOUTOFSCOPE_DEP_C,4,7,1,24
WYN_LAPSINGEXCEPTIONINVOICELAPSINGINSCOPEBATCHMANAGER_DEP_C,15,7,1,24
WYN_SOEOUTOFSCOPEINVOICEBATCH_DEP_C,14,7,1,24
WYN_SOEINSCOPEINVOICEBATCH_DEP_C,32,7,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE1_DEP_C,4,7,1,24
WYN_RECONCILIATIONBATCHBROKER_DEP_C,175,7,1,24
WYN_EDAACTIVITYRESCHEDULERBATCHMANAGER_DEP_C,51,7,1,24
WYN_PRENOTEPROCESSINGBATCHMANAGER_DEP_C,5,7,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIORITY3_DEP_C,416,7,1,24
WYN_SETRUNDATE_DEP_C,1,7,1,24
WYN_STOP_WYNSURESERVICE_DEP_C,37,7,1,24
WYN_CYCLE_START_C,1,7,1,24
WYN_NOTIFYKILLWYNSURESESSIONS_C,904,7,1,24
WYN_ERRORTRACEMAINTENANCE_DEP_C,2,7,1,24
WYN_BATCH_CYCLE_REPORT_DEP_C,115,7,1,24
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,1445,7,1,24
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,635,7,1,24
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,1717,7,1,24
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,1266,7,1,24
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,2706,7,1,24
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,3788,7,1,24
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,2166,7,1,24
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,1716,7,1,24
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,46,7,1,24
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,7,1,24
WYN_CPY_START_WYNSURESERVICE_DEP_C,26,7,1,24
WYN_CPY_RESTORE_PROFILE_DEP_C,104,7,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,3975,7,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,1266,7,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,1999,7,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,3120,7,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,1362,7,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,2174,7,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,1677,7,1,24
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,3254,7,1,24
WYN_CYCLE_END_C,0,7,1,24
WYN_CORE_JOBS_COMPLETE_DEP_C,1,7,1,24
WYN_START_WYNSURESERVICE_DEP_C,41,7,1,24
WYN_DBBACKUPDIFFERENTIAL_DEP_C,3290,7,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,7,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,5,7,1,24
WYN_UPDATEWYNSUREPROFILE_DEP_C,38,7,1,24
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,0,7,1,24
WYN_CPY_STOP_WYNSURESERVICE_DEP_C,42,7,1,24
WYN_CPY_PROFILE_RESTORECYCLE_START_C,2,7,1,24
WYN_CPY_SETRUNDATE_DEP_C,3,7,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,489,7,1,24
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,10,7,1,24
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,3,7,1,24
WYN_PTDBATCHMANAGER_DEP_C,147,7,1,24
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,197,7,1,24
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1131,7,1,24
WYN_ERRORTRACEMAINTENANCE_DEP_C,2,6,1,24
WYN_BATCH_CYCLE_REPORT_DEP_C,89,6,1,24
SQL_WYNSURESTAGINGLOADDYNAMIC_DEP_ALL_C,1898,6,1,24
SQL_WYNSURESTAGINGLOADBILLING_DEP_ALL_C,500,6,1,24
SQL_WYNSURESTAGINGLOADACCOUNTING_DEP_ALL_C,3113,6,1,24
SQL_WYNSURESTAGINGLOADCLAIMS_DEP_ALL_C,2124,6,1,24
SQL_WYNSURESTAGINGLOADENROLLMENT_DEP_ALL_C,3520,6,1,24
SQL_WYNSURESTAGINGLOADCLASSIFICATIONS_DEP_ALL_C,1491,6,1,24
SQL_WYNSURESTAGINGLOADMISC_DEP_ALL_C,636,6,1,24
SQL_WYNSURESTAGINGLOADPARTY_DEP_ALL_C,2483,6,1,24
SQL_WYNSURESTAGINGGLSUMMARIZEDDATACLEANUP_DEP_C,48,6,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADACCOUNTING_DEP_ALL_C,1905,6,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADENROLLMENT_DEP_ALL_C,1627,6,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADPARTY_DEP_ALL_C,786,6,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADDYNAMIC_DEP_ALL_C,1592,6,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADBILLING_DEP_ALL_C,2349,6,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADMISC_DEP_ALL_C,1763,6,1,24
SQL_WYNSURESTAGINGINCREMENTALLOAD_DEP_C,4152,6,1,24
SQL_WYNSURESTAGINGINCREMENTALLOADCLASSIFICATION_DEP_ALL_C,596,6,1,24
WYN_CPY_PROFILE_RESTORECYCLE_END_C,1,6,1,24
WYN_CPY_START_WYNSURESERVICE_DEP_C,26,6,1,24
WYN_CPY_RESTORE_PROFILE_DEP_C,100,6,1,24
WYN_CYCLE_END_C,1,6,1,24
WYN_CORE_JOBS_COMPLETE_DEP_C,1,6,1,24
WYN_START_WYNSURESERVICE_DEP_C,43,6,1,24
WYN_DBBACKUPDIFFERENTIAL_DEP_C,1218,6,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOTWO_DEP_C,4,6,1,24
WYN_ACTIVITYPROCESSORBATCHMANAGERPRIOONE2_DEP_C,5,6,1,24
WYN_UPDATEWYNSUREPROFILE_DEP_C,39,6,1,24
WYN_PLANNEDTERMINATIONNOTIFICATIONBATCH_DEP_C,1,6,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER2_DEP_C,2662,6,1,24
WYN_DISBURSEMENTSTATEMENTBATCHMANAGER_DEP_C,19,6,1,24
WYN_PLANNEDDISBURSEMENTBATCHMANAGER_DEP_C,4,6,1,24
WYN_PTDBATCHMANAGER_DEP_C,446,6,1,24
WYN_RECONCILIATIONBATCHBROKER2_DEP_C,478,6,1,24
WYN_AUTOPROCESSPENDINGPAYMENTDETAILSBATCHMANAGER_DEP_C,1156,6,1,24
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1810,6,1,24
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,68,6,1,24
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,21,6,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,5,6,1,24
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,29,6,1,24
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,188,6,1,24
WYN_PROPORTIONALALLOCATIONBATCHMANAGER_DEP_C,1284,6,1,24
WYN_PAYROLLBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,68,6,1,24
WYN_DIRECTBILLAUTODISPOSITIONBATCHMANAGER_DEP_C,19,6,1,24
WYN_MONEYMOVEMENTREQUESTBATCHMANAGER1_DEP_C,6,6,1,24
WYN_INVOICESTATEMENTBATCHMANAGER_DEP_C,28,6,1,24
WYN_RECONCILIATIONBATCHBROKER1_DEP_C,91,6,1,24
